method,fpr,tpr,auc
Isolation Forest,0.008479366873940079,0.24247226624405704,0.9709873960684047
Isolation Forest,0.008479366873940079,0.25673534072900156,0.9709873960684047
Isolation Forest,0.009044657998869417,0.25673534072900156,0.9709873960684047
Isolation Forest,0.009044657998869417,0.27892234548335976,0.9709873960684047
Isolation Forest,0.009609949123798756,0.27892234548335976,0.9709873960684047
Isolation Forest,0.009609949123798756,0.2805071315372425,0.9709873960684047
Isolation Forest,0.010740531373657434,0.2805071315372425,0.9709873960684047
Isolation Forest,0.010740531373657434,0.2931854199683043,0.9709873960684047
Isolation Forest,0.011305822498586773,0.2931854199683043,0.9709873960684047
Isolation Forest,0.011305822498586773,0.29635499207606975,0.9709873960684047
Isolation Forest,0.011871113623516111,0.29635499207606975,0.9709873960684047
Isolation Forest,0.011871113623516111,0.31061806656101426,0.9709873960684047
Isolation Forest,0.01243640474844545,0.31061806656101426,0.9709873960684047
Isolation Forest,0.01243640474844545,0.3502377179080824,0.9709873960684047
Isolation Forest,0.013001695873374788,0.3502377179080824,0.9709873960684047
Isolation Forest,0.013001695873374788,0.3549920760697306,0.9709873960684047
Isolation Forest,0.013566986998304126,0.3549920760697306,0.9709873960684047
Isolation Forest,0.013566986998304126,0.3613312202852615,0.9709873960684047
Isolation Forest,0.014132278123233465,0.3613312202852615,0.9709873960684047
Isolation Forest,0.014132278123233465,0.36450079239302696,0.9709873960684047
Isolation Forest,0.014697569248162803,0.36450079239302696,0.9709873960684047
Isolation Forest,0.014697569248162803,0.37400950871632327,0.9709873960684047
Isolation Forest,0.015262860373092142,0.37400950871632327,0.9709873960684047
Isolation Forest,0.015262860373092142,0.3787638668779715,0.9709873960684047
Isolation Forest,0.01582815149802148,0.3787638668779715,0.9709873960684047
Isolation Forest,0.01582815149802148,0.393026941362916,0.9709873960684047
Isolation Forest,0.01639344262295082,0.393026941362916,0.9709873960684047
Isolation Forest,0.01639344262295082,0.3977812995245642,0.9709873960684047
Isolation Forest,0.016958733747880157,0.3977812995245642,0.9709873960684047
Isolation Forest,0.016958733747880157,0.3993660855784469,0.9709873960684047
Isolation Forest,0.017524024872809497,0.3993660855784469,0.9709873960684047
Isolation Forest,0.017524024872809497,0.40253565768621236,0.9709873960684047
Isolation Forest,0.018089315997738834,0.40253565768621236,0.9709873960684047
Isolation Forest,0.018089315997738834,0.4326465927099842,0.9709873960684047
Isolation Forest,0.018654607122668174,0.4326465927099842,0.9709873960684047
Isolation Forest,0.018654607122668174,0.4437400950871632,0.9709873960684047
Isolation Forest,0.01921989824759751,0.4437400950871632,0.9709873960684047
Isolation Forest,0.01921989824759751,0.4849445324881141,0.9709873960684047
Isolation Forest,0.01978518937252685,0.4849445324881141,0.9709873960684047
Isolation Forest,0.01978518937252685,0.49920760697305866,0.9709873960684047
Isolation Forest,0.02148106274731487,0.49920760697305866,0.9709873960684047
Isolation Forest,0.02148106274731487,0.5055467511885895,0.9709873960684047
Isolation Forest,0.022046353872244205,0.5055467511885895,0.9709873960684047
Isolation Forest,0.022046353872244205,0.5103011093502378,0.9709873960684047
Isolation Forest,0.023176936122102882,0.5103011093502378,0.9709873960684047
Isolation Forest,0.023176936122102882,0.5134706814580031,0.9709873960684047
Isolation Forest,0.023742227247032222,0.5134706814580031,0.9709873960684047
Isolation Forest,0.023742227247032222,0.5245641838351822,0.9709873960684047
Isolation Forest,0.02430751837196156,0.5245641838351822,0.9709873960684047
Isolation Forest,0.02430751837196156,0.526148969889065,0.9709873960684047
Isolation Forest,0.0248728094968909,0.526148969889065,0.9709873960684047
Isolation Forest,0.0248728094968909,0.5324881141045958,0.9709873960684047
Isolation Forest,0.025438100621820236,0.5324881141045958,0.9709873960684047
Isolation Forest,0.025438100621820236,0.5372424722662441,0.9709873960684047
Isolation Forest,0.026568682871678916,0.5372424722662441,0.9709873960684047
Isolation Forest,0.026568682871678916,0.5467511885895404,0.9709873960684047
Isolation Forest,0.027133973996608253,0.5467511885895404,0.9709873960684047
Isolation Forest,0.027133973996608253,0.5515055467511886,0.9709873960684047
Isolation Forest,0.027699265121537593,0.5515055467511886,0.9709873960684047
Isolation Forest,0.027699265121537593,0.5657686212361331,0.9709873960684047
Isolation Forest,0.02826455624646693,0.5657686212361331,0.9709873960684047
Isolation Forest,0.02826455624646693,0.5736925515055468,0.9709873960684047
Isolation Forest,0.029395138496325607,0.5736925515055468,0.9709873960684047
Isolation Forest,0.029395138496325607,0.5768621236133122,0.9709873960684047
Isolation Forest,0.031091011871113624,0.5768621236133122,0.9709873960684047
Isolation Forest,0.031091011871113624,0.5879556259904913,0.9709873960684047
Isolation Forest,0.03165630299604296,0.5879556259904913,0.9709873960684047
Isolation Forest,0.03165630299604296,0.6006339144215531,0.9709873960684047
